,Bx,By,Bz
751,1.38148,-3.3029,-6.9521
752,1.35306,-3.37319,-6.93221
753,1.29478,-3.79273,-6.71018
754,1.71975,-2.6784,-7.11192
755,1.54492,-2.79682,-7.10644
756,1.61517,-2.85252,-7.06981
757,1.70503,-2.87851,-7.03719
758,1.34506,-3.3778,-6.88285
759,1.4924,-3.23925,-6.91116
760,1.60498,-3.15728,-6.9267
761,1.67444,-3.10422,-6.92386
762,1.63438,-3.22213,-6.88272
763,1.4808,-3.12709,-6.94461
764,1.25877,-3.24964,-6.94334
765,1.35022,-3.0663,-6.98176
766,1.22771,-3.172,-6.9576
767,1.36639,-2.9987,-7.00335
768,1.56631,-2.67044,-7.08237
769,1.64695,-2.46256,-7.11528
770,1.39231,-2.75964,-7.05902
771,1.33751,-2.87522,-7.01507
772,1.36564,-2.92293,-6.96378
773,1.51211,-2.74143,-6.9948
774,1.65514,-2.53006,-7.04233
775,1.9455,-1.81397,-7.17819
776,1.92716,-2.19726,-6.9859
777,2.09873,-2.20884,-6.81964
778,2.13551,-2.09806,-6.86146
779,2.09905,-2.30663,-6.75387
780,2.15441,-2.47778,-6.58526
781,2.1947,-2.66598,-6.48257
782,2.03812,-3.01305,-6.30017
783,2.16792,-3.21698,-6.13045
784,2.07917,-2.98199,-6.27661
785,2.17657,-3.02204,-6.22607
786,2.22134,-2.93115,-6.20713
787,1.93947,-2.51189,-6.48116
788,2.02475,-2.75446,-6.29875
789,2.16841,-2.90203,-6.19005
790,2.12494,-2.64065,-6.28419
791,2.10857,-2.78263,-6.17397
792,1.90795,-2.82511,-6.20714
793,1.88375,-2.50378,-6.33821
794,2.04747,-2.43393,-6.26954
795,2.01468,-2.52813,-6.27608
796,1.74523,-2.21441,-6.44143
797,1.6483,-2.19956,-6.43843
798,1.7518,-2.64301,-6.20091
799,1.71223,-2.62061,-6.19699
800,1.57502,-2.65565,-6.2116
801,1.29366,-2.52519,-6.28461
802,1.19546,-2.44469,-6.30883
803,1.08845,-2.38097,-6.32765
804,0.822774,-2.36023,-6.37303
805,0.728523,-2.299,-6.40565
806,0.71863,-2.13346,-6.45682
807,0.652834,-2.09205,-6.4805
808,0.83778,-2.09377,-6.44974
809,0.89525,-2.28148,-6.36987
810,0.789267,-1.95874,-6.4636
811,0.645461,-1.73647,-6.54798
812,0.600171,-1.94705,-6.47424
813,0.597939,-1.83865,-6.5024
814,0.456466,-1.72129,-6.5448
815,0.289569,-1.50623,-6.5607
816,0.359513,-1.45897,-6.56609
817,0.387466,-1.31277,-6.55262
818,0.481434,-1.16133,-6.53871
819,0.415515,-1.13287,-6.54745
820,0.717392,-1.17267,-6.59734
821,0.723647,-1.24978,-6.57987
822,0.740663,-1.49538,-6.48164
823,0.865424,-1.5663,-6.47013
824,0.725493,-1.65969,-6.4828
825,0.595028,-1.68001,-6.49763
826,0.74672,-1.9969,-6.3311
827,0.475356,-2.05943,-6.35678
828,0.688919,-2.30062,-6.23607
829,0.960068,-2.62396,-6.05092
830,0.945407,-2.64572,-5.99769
831,0.955707,-2.54198,-6.02925
832,1.05116,-2.59352,-5.9471
833,1.10546,-1.98008,-6.16987
834,0.92056,-1.50385,-6.34085
835,0.807173,-1.90487,-6.19665
836,1.18201,-2.32069,-5.95122
837,1.49134,-2.70676,-5.68517
838,1.3751,-2.51654,-5.8831
839,1.27231,-2.49153,-5.91356
840,1.23374,-2.44438,-5.92349
841,1.32188,-2.46753,-5.87184
842,1.37862,-2.51181,-5.83343
843,1.35916,-2.31936,-5.89124
844,1.28696,-2.00775,-6.02673
845,0.965658,-2.19193,-6.00843
846,1.05046,-2.40351,-5.91261
847,1.45981,-1.91043,-5.96551
848,1.60388,-1.72072,-5.98245
849,1.60996,-1.42258,-6.04061
850,1.33563,-1.67423,-6.02043
851,1.23446,-2.06611,-5.81548
852,1.23165,-1.98585,-5.85843
853,1.09809,-1.92149,-5.90445
854,1.12572,-2.00656,-5.84236
855,1.2038,-1.97021,-5.86219
856,1.1448,-1.97686,-5.85444
857,1.25002,-1.94445,-5.82142
858,1.44288,-1.91835,-5.75435
859,1.38154,-2.00437,-5.68366
860,1.40134,-2.12665,-5.66207
861,1.40029,-1.96917,-5.70229
862,1.59411,-1.85877,-5.69051
863,1.92199,-1.6541,-5.63443
864,1.89289,-1.66091,-5.62641
865,1.85758,-1.80379,-5.54776
866,1.76726,-1.98928,-5.51499
867,1.90626,-2.21024,-5.33544
868,1.91806,-1.74856,-5.48207
869,2.16896,-1.34862,-5.46224
870,2.66933,-0.896689,-5.12365
871,1.97215,-1.42693,-5.21698
872,2.02345,-1.49941,-5.30869
873,2.01784,-1.68517,-5.35362
874,2.3259,-1.25634,-5.39624
875,2.7168,-0.876033,-5.1376
876,2.6125,-1.08168,-5.13592
877,1.75479,-1.56261,-5.27929
878,1.92599,-1.63941,-5.23928
879,1.48825,-1.77856,-5.37922
880,1.22935,-1.87673,-5.46301
881,0.823456,-1.92656,-5.58103
882,1.89251,-2.38065,-5.06795
883,1.18641,-2.50435,-5.02916
884,0.142706,-2.77708,-5.14388
885,0.17653,-2.97594,-4.95846
886,0.146042,-3.02416,-4.9163
887,0.276858,-2.87895,-4.97714
888,-0.201441,-2.02377,-5.38379
889,-0.408657,-1.77523,-5.51805
890,-0.0347286,-1.83029,-5.52836
891,-0.125157,-1.81735,-5.48319
892,-0.433929,-2.02122,-5.35876
893,0.650353,-1.21958,-5.4217
894,1.071,-0.865797,-5.4643
895,0.862637,-0.889464,-5.49356
896,0.581138,-1.50982,-5.47595
897,0.294125,-1.70024,-5.41316
898,0.0473178,-1.63873,-5.42741
899,0.361565,-1.8819,-5.23749
900,1.3091,-1.20437,-5.19678
901,0.732396,-1.70595,-5.2988
902,0.325326,-1.92808,-5.04309
903,-0.703012,-2.67707,-4.72212
904,0.234078,-1.32162,-5.3709
905,0.258849,-1.4602,-5.32507
906,0.513045,-1.15281,-5.26899
907,0.487052,-0.977487,-5.20856
908,0.56646,-0.744283,-5.33689
909,0.451012,-1.15786,-5.36163
910,0.411993,-1.21983,-5.41827
911,0.549567,-1.22352,-5.42972
912,0.372922,-1.43957,-5.42392
913,0.011989,-1.69714,-5.28504
914,0.126405,-1.36948,-5.26603
915,0.0933802,-1.31004,-5.36952
916,0.0180805,-1.19471,-5.42195
917,-0.245788,-1.2042,-5.40367
918,-0.378102,-1.42383,-5.36264
919,0.139042,-1.34796,-5.34815
920,1.08403,-0.838002,-4.86022
921,1.34575,-0.848701,-4.6539
922,1.6233,-0.468568,-4.69054
923,1.97862,-0.349075,-4.46546
924,0.785921,-0.978629,-3.87322
925,-0.611228,-1.90182,-3.27244
926,-0.214337,-1.76554,-4.30302
927,0.308167,-1.51233,-4.35779
928,1.67873,-0.360965,-4.40597
929,2.03031,-0.18688,-4.28396
930,2.19775,-0.173828,-4.2988
931,1.55489,-0.990662,-4.36414
932,1.53382,-1.01575,-4.34488
933,1.45876,-1.06831,-4.31841
934,1.34167,-0.949786,-4.28071
